Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      31/93          void std::_Construct<Voiture, Voiture const&>(Voiture*, Voiture const&) [87]
[278]    0.0    0.00    0.00      93         Voiture const& std::forward<Voiture const&>(std::remove_reference<Voiture const&>::type&) [278]
-----------------------------------------------
                0.00    0.00      93/93          void std::_Construct<std::pair<unsigned int, Utilisateur const>, std::pair<unsigned int, Utilisateur const> const&>(std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const> const&) [133]
[279]    0.0    0.00    0.00      93         std::pair<unsigned int, Utilisateur const> const& std::forward<std::pair<unsigned int, Utilisateur const> const&>(std::remove_reference<std::pair<unsigned int, Utilisateur const> const&>::type&) [279]
-----------------------------------------------
                0.00    0.00      31/90          Utilisateur* std::__uninitialized_copy<false>::__uninit_copy<Utilisateur const*, Utilisateur*>(Utilisateur const*, Utilisateur const*, Utilisateur*) [147]
                0.00    0.00      59/90          void std::_Destroy_aux<false>::__destroy<Utilisateur*>(Utilisateur*, Utilisateur*) [501]
[280]    0.0    0.00    0.00      90         Utilisateur* std::__addressof<Utilisateur>(Utilisateur&) [280]
-----------------------------------------------
                0.00    0.00      31/90          Voiture* std::__uninitialized_copy<false>::__uninit_copy<Voiture const*, Voiture*>(Voiture const*, Voiture const*, Voiture*) [88]
                0.00    0.00      59/90          void std::_Destroy_aux<false>::__destroy<Voiture*>(Voiture*, Voiture*) [126]
[281]    0.0    0.00    0.00      90         Voiture* std::__addressof<Voiture>(Voiture&) [281]
-----------------------------------------------
                0.00    0.00      28/84          Environnement::initUser() [141]
                0.00    0.00      56/84          Environnement::AddVoiture() [74]
[282]    0.0    0.00    0.00      84         Environnement::random(int, int) [282]
-----------------------------------------------
                0.00    0.00      84/84          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::back() [290]
[283]    0.0    0.00    0.00      84         __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >::operator*() const [283]
-----------------------------------------------
                0.00    0.00      84/84          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::back() [290]
[284]    0.0    0.00    0.00      84         __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >::operator-(long) const [284]
                0.00    0.00      84/204         __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >::__normal_iterator(std::pair<unsigned int, Utilisateur const>* const&) [259]
-----------------------------------------------
                0.00    0.00      12/84          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::vector(std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > const&) [480]
                0.00    0.00      18/84          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::~vector() [411]
                0.00    0.00      54/84          void std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_realloc_insert<std::pair<unsigned int, Utilisateur const> >(__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, std::pair<unsigned int, Utilisateur const>&&) [132]
[285]    0.0    0.00    0.00      84         std::_Vector_base<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_get_Tp_allocator() [285]
-----------------------------------------------
                0.00    0.00      84/84          std::pair<std::__strip_reference_wrapper<std::decay<int>::type>::__type, std::__strip_reference_wrapper<std::decay<Utilisateur&>::type>::__type> std::make_pair<int, Utilisateur&>(int&&, Utilisateur&) [293]
[286]    0.0    0.00    0.00      84         std::pair<int, Utilisateur>::pair<int, Utilisateur&, true>(int&&, Utilisateur&) [286]
                0.00    0.00      84/252         int&& std::forward<int>(std::remove_reference<int>::type&) [257]
                0.00    0.00      84/168         Utilisateur& std::forward<Utilisateur&>(std::remove_reference<Utilisateur&>::type&) [262]
                0.00    0.00      84/659         Utilisateur::Utilisateur(Utilisateur const&) [244]
-----------------------------------------------
                0.00    0.00      84/84          Parking::addUsersTab(Utilisateur) [129]
[287]    0.0    0.00    0.00      84         std::pair<int, Utilisateur>::~pair() [287]
                0.00    0.00      84/716         Utilisateur::~Utilisateur() [243]
-----------------------------------------------
                0.00    0.00      84/84          Parking::addUsersTab(Utilisateur) [129]
[288]    0.0    0.00    0.00      84         std::pair<unsigned int, Utilisateur const>::pair<int, Utilisateur, true>(std::pair<int, Utilisateur>&&) [288]
                0.00    0.00      84/252         int&& std::forward<int>(std::remove_reference<int>::type&) [257]
                0.00    0.00      84/84          Utilisateur&& std::forward<Utilisateur>(std::remove_reference<Utilisateur>::type&) [292]
                0.00    0.00      84/659         Utilisateur::Utilisateur(Utilisateur const&) [244]
-----------------------------------------------
                0.00    0.00      84/84          void __gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> >::construct<std::pair<unsigned int, Utilisateur const>, std::pair<unsigned int, Utilisateur const> >(std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>&&) [138]
[289]    0.0    0.00    0.00      84         std::pair<unsigned int, Utilisateur const>::pair(std::pair<unsigned int, Utilisateur const>&&) [289]
                0.00    0.00      84/659         Utilisateur::Utilisateur(Utilisateur const&) [244]
-----------------------------------------------
                0.00    0.00      84/84          std::pair<unsigned int, Utilisateur const>& std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::emplace_back<std::pair<unsigned int, Utilisateur const> >(std::pair<unsigned int, Utilisateur const>&&) [130]
[290]    0.0    0.00    0.00      84         std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::back() [290]
                0.00    0.00      84/102         std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::end() [275]
                0.00    0.00      84/84          __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >::operator-(long) const [284]
                0.00    0.00      84/84          __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >::operator*() const [283]
-----------------------------------------------
                0.00    0.00      84/84          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::push_back(std::pair<unsigned int, Utilisateur const>&&) [131]
[291]    0.0    0.00    0.00      84         std::remove_reference<std::pair<unsigned int, Utilisateur const>&>::type&& std::move<std::pair<unsigned int, Utilisateur const>&>(std::pair<unsigned int, Utilisateur const>&) [291]
-----------------------------------------------
                0.00    0.00      84/84          std::pair<unsigned int, Utilisateur const>::pair<int, Utilisateur, true>(std::pair<int, Utilisateur>&&) [288]
[292]    0.0    0.00    0.00      84         Utilisateur&& std::forward<Utilisateur>(std::remove_reference<Utilisateur>::type&) [292]
-----------------------------------------------
                0.00    0.00      84/84          Parking::addUsersTab(Utilisateur) [129]
[293]    0.0    0.00    0.00      84         std::pair<std::__strip_reference_wrapper<std::decay<int>::type>::__type, std::__strip_reference_wrapper<std::decay<Utilisateur&>::type>::__type> std::make_pair<int, Utilisateur&>(int&&, Utilisateur&) [293]
                0.00    0.00      84/168         Utilisateur& std::forward<Utilisateur&>(std::remove_reference<Utilisateur&>::type&) [262]
                0.00    0.00      84/252         int&& std::forward<int>(std::remove_reference<int>::type&) [257]
                0.00    0.00      84/84          std::pair<int, Utilisateur>::pair<int, Utilisateur&, true>(int&&, Utilisateur&) [286]
-----------------------------------------------
                0.00    0.00      18/74          std::_Vector_base<Place, std::allocator<Place> >::~_Vector_base() [394]
                0.00    0.00      56/74          void std::vector<Place, std::allocator<Place> >::_M_realloc_insert<Place const&>(__gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > >, Place const&) [81]
[294]    0.0    0.00    0.00      74         std::_Vector_base<Place, std::allocator<Place> >::_M_deallocate(Place*, unsigned long) [294]
                0.00    0.00      68/68          std::allocator_traits<std::allocator<Place> >::deallocate(std::allocator<Place>&, Place*, unsigned long) [300]
-----------------------------------------------
                0.00    0.00      36/72          void std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_realloc_insert<std::pair<unsigned int, Utilisateur const> >(__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, std::pair<unsigned int, Utilisateur const>&&) [132]
                0.00    0.00      36/72          __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >::difference_type __gnu_cxx::operator-<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >(__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > > const&, __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > > const&) [384]
[295]    0.0    0.00    0.00      72         __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >::base() const [295]
-----------------------------------------------
                0.00    0.00      72/72          std::pair<unsigned int, Utilisateur const>* std::__uninitialized_move_if_noexcept_a<std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*, std::allocator<std::pair<unsigned int, Utilisateur const> > >(std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*, std::allocator<std::pair<unsigned int, Utilisateur const> >&) [137]
[296]    0.0    0.00    0.00      72         std::pair<unsigned int, Utilisateur const> const* std::__make_move_if_noexcept_iterator<std::pair<unsigned int, Utilisateur const>, std::pair<unsigned int, Utilisateur const> const*>(std::pair<unsigned int, Utilisateur const>*) [296]
-----------------------------------------------
                0.00    0.00      68/68          std::allocator_traits<std::allocator<Place> >::deallocate(std::allocator<Place>&, Place*, unsigned long) [300]
[297]    0.0    0.00    0.00      68         __gnu_cxx::new_allocator<Place>::deallocate(Place*, unsigned long) [297]
-----------------------------------------------
                0.00    0.00      68/68          std::allocator_traits<std::allocator<Place> >::allocate(std::allocator<Place>&, unsigned long) [301]
[298]    0.0    0.00    0.00      68         __gnu_cxx::new_allocator<Place>::allocate(unsigned long, void const*) [298]
                0.00    0.00      68/180         __gnu_cxx::new_allocator<Place>::_M_max_size() const [260]
-----------------------------------------------
                0.00    0.00      12/68          std::_Vector_base<Place, std::allocator<Place> >::_M_create_storage(unsigned long) [453]
                0.00    0.00      56/68          void std::vector<Place, std::allocator<Place> >::_M_realloc_insert<Place const&>(__gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > >, Place const&) [81]
[299]    0.0    0.00    0.00      68         std::_Vector_base<Place, std::allocator<Place> >::_M_allocate(unsigned long) [299]
                0.00    0.00      68/68          std::allocator_traits<std::allocator<Place> >::allocate(std::allocator<Place>&, unsigned long) [301]
-----------------------------------------------
                0.00    0.00      68/68          std::_Vector_base<Place, std::allocator<Place> >::_M_deallocate(Place*, unsigned long) [294]
[300]    0.0    0.00    0.00      68         std::allocator_traits<std::allocator<Place> >::deallocate(std::allocator<Place>&, Place*, unsigned long) [300]
                0.00    0.00      68/68          __gnu_cxx::new_allocator<Place>::deallocate(Place*, unsigned long) [297]
-----------------------------------------------
                0.00    0.00      68/68          std::_Vector_base<Place, std::allocator<Place> >::_M_allocate(unsigned long) [299]
[301]    0.0    0.00    0.00      68         std::allocator_traits<std::allocator<Place> >::allocate(std::allocator<Place>&, unsigned long) [301]
                0.00    0.00      68/68          __gnu_cxx::new_allocator<Place>::allocate(unsigned long, void const*) [298]
-----------------------------------------------
                0.00    0.00      59/59          std::vector<Node*, std::allocator<Node*> >::vector(std::vector<Node*, std::allocator<Node*> > const&) [80]
[302]    0.0    0.00    0.00      59         __gnu_cxx::__alloc_traits<std::allocator<Node*>, Node*>::_S_select_on_copy(std::allocator<Node*> const&) [302]
                0.00    0.00      59/59          std::allocator_traits<std::allocator<Node*> >::select_on_container_copy_construction(std::allocator<Node*> const&) [307]
-----------------------------------------------
                0.00    0.00      59/59          Node** std::__copy_move_a2<false, Node* const*, Node**>(Node* const*, Node* const*, Node**) [310]
[303]    0.0    0.00    0.00      59         Node** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<Node*>(Node* const*, Node* const*, Node**) [303]
-----------------------------------------------
                0.00    0.00      59/59          std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_base(unsigned long, std::allocator<Node*> const&) [306]
[304]    0.0    0.00    0.00      59         std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::_Vector_impl(std::allocator<Node*> const&) [304]
                0.00    0.00      59/32500       std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl_data::_Vector_impl_data() [205]
                0.00    0.00      59/118         std::allocator<Node*>::allocator(std::allocator<Node*> const&) [267]
-----------------------------------------------
                0.00    0.00      59/59          std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_base(unsigned long, std::allocator<Node*> const&) [306]
[305]    0.0    0.00    0.00      59         std::_Vector_base<Node*, std::allocator<Node*> >::_M_create_storage(unsigned long) [305]
                0.00    0.00      59/24931       std::_Vector_base<Node*, std::allocator<Node*> >::_M_allocate(unsigned long) [213]
-----------------------------------------------
                0.00    0.00      59/59          std::vector<Node*, std::allocator<Node*> >::vector(std::vector<Node*, std::allocator<Node*> > const&) [80]
[306]    0.0    0.00    0.00      59         std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_base(unsigned long, std::allocator<Node*> const&) [306]
                0.00    0.00      59/59          std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::_Vector_impl(std::allocator<Node*> const&) [304]
                0.00    0.00      59/59          std::_Vector_base<Node*, std::allocator<Node*> >::_M_create_storage(unsigned long) [305]
-----------------------------------------------
                0.00    0.00      59/59          __gnu_cxx::__alloc_traits<std::allocator<Node*>, Node*>::_S_select_on_copy(std::allocator<Node*> const&) [302]
[307]    0.0    0.00    0.00      59         std::allocator_traits<std::allocator<Node*> >::select_on_container_copy_construction(std::allocator<Node*> const&) [307]
                0.00    0.00      59/118         std::allocator<Node*>::allocator(std::allocator<Node*> const&) [267]
-----------------------------------------------
                0.00    0.00      59/59          Node** std::__copy_move_a<false, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**>(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**) [118]
[308]    0.0    0.00    0.00      59         Node** std::__niter_wrap<Node**>(Node** const&, Node**) [308]
-----------------------------------------------
                0.00    0.00      59/59          Node** std::__copy_move_a<false, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**>(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**) [118]
[309]    0.0    0.00    0.00      59         Node** std::__copy_move_a1<false, Node* const*, Node**>(Node* const*, Node* const*, Node**) [309]
                0.00    0.00      59/59          Node** std::__copy_move_a2<false, Node* const*, Node**>(Node* const*, Node* const*, Node**) [310]
-----------------------------------------------
                0.00    0.00      59/59          Node** std::__copy_move_a1<false, Node* const*, Node**>(Node* const*, Node* const*, Node**) [309]
[310]    0.0    0.00    0.00      59         Node** std::__copy_move_a2<false, Node* const*, Node**>(Node* const*, Node* const*, Node**) [310]
                0.00    0.00      59/59          Node** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<Node*>(Node* const*, Node* const*, Node**) [303]
-----------------------------------------------
                0.00    0.00      59/59          void std::_Destroy_aux<false>::__destroy<Utilisateur*>(Utilisateur*, Utilisateur*) [501]
[311]    0.0    0.00    0.00      59         void std::_Destroy<Utilisateur>(Utilisateur*) [311]
                0.00    0.00      59/716         Utilisateur::~Utilisateur() [243]
-----------------------------------------------
                0.00    0.00      56/56          Environnement::AddVoiture() [74]
[312]    0.0    0.00    0.00      56         Vec2::operator+(Vec2) [312]
                0.00    0.00      56/17468       Vec2::Vec2() [217]
-----------------------------------------------
                0.00    0.00      56/56          void std::vector<Place, std::allocator<Place> >::_M_realloc_insert<Place const&>(__gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > >, Place const&) [81]
[313]    0.0    0.00    0.00      56         __gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > >::difference_type __gnu_cxx::operator-<Place*, std::vector<Place, std::allocator<Place> > >(__gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > > const&, __gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > > const&) [313]
                0.00    0.00     112/224         __gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > >::base() const [258]
-----------------------------------------------
                0.00    0.00      56/56          std::vector<Place, std::allocator<Place> >::push_back(Place const&) [75]
[314]    0.0    0.00    0.00      56         std::vector<Place, std::allocator<Place> >::end() [314]
                0.00    0.00      56/112         __gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > >::__normal_iterator(Place* const&) [269]
-----------------------------------------------
                0.00    0.00      56/56          void std::vector<Place, std::allocator<Place> >::_M_realloc_insert<Place const&>(__gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > >, Place const&) [81]
[315]    0.0    0.00    0.00      56         std::vector<Place, std::allocator<Place> >::begin() [315]
                0.00    0.00      56/112         __gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > >::__normal_iterator(Place* const&) [269]
-----------------------------------------------
                0.00    0.00      18/54          __gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> >::allocate(unsigned long, void const*) [383]
                0.00    0.00      36/54          __gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> >::max_size() const [318]
[316]    0.0    0.00    0.00      54         __gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> >::_M_max_size() const [316]
-----------------------------------------------
                0.00    0.00      12/48          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::vector(std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > const&) [480]
                0.00    0.00      36/48          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::max_size() const [319]
[317]    0.0    0.00    0.00      48         std::_Vector_base<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_get_Tp_allocator() const [317]
-----------------------------------------------
                0.00    0.00      36/36          std::allocator_traits<std::allocator<std::pair<unsigned int, Utilisateur const> > >::max_size(std::allocator<std::pair<unsigned int, Utilisateur const> > const&) [322]
[318]    0.0    0.00    0.00      36         __gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> >::max_size() const [318]
                0.00    0.00      36/54          __gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> >::_M_max_size() const [316]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_check_len(unsigned long, char const*) const [388]
[319]    0.0    0.00    0.00      36         std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::max_size() const [319]
                0.00    0.00      36/48          std::_Vector_base<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_get_Tp_allocator() const [317]
                0.00    0.00      36/36          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_S_max_size(std::allocator<std::pair<unsigned int, Utilisateur const> > const&) [323]
-----------------------------------------------
                0.00    0.00      36/36          void std::_Destroy<std::pair<unsigned int, Utilisateur const>*>(std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*) [324]
[320]    0.0    0.00    0.00      36         void std::_Destroy_aux<false>::__destroy<std::pair<unsigned int, Utilisateur const>*>(std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*) [320]
                0.00    0.00     177/177         void std::_Destroy<std::pair<unsigned int, Utilisateur const> >(std::pair<unsigned int, Utilisateur const>*) [261]
                0.00    0.00     177/270         std::pair<unsigned int, Utilisateur const>* std::__addressof<std::pair<unsigned int, Utilisateur const> >(std::pair<unsigned int, Utilisateur const>&) [254]
-----------------------------------------------
                0.00    0.00      18/36          std::_Vector_base<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::~_Vector_base() [401]
                0.00    0.00      18/36          void std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_realloc_insert<std::pair<unsigned int, Utilisateur const> >(__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, std::pair<unsigned int, Utilisateur const>&&) [132]
[321]    0.0    0.00    0.00      36         std::_Vector_base<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_deallocate(std::pair<unsigned int, Utilisateur const>*, unsigned long) [321]
                0.00    0.00      18/18          std::allocator_traits<std::allocator<std::pair<unsigned int, Utilisateur const> > >::deallocate(std::allocator<std::pair<unsigned int, Utilisateur const> >&, std::pair<unsigned int, Utilisateur const>*, unsigned long) [406]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_S_max_size(std::allocator<std::pair<unsigned int, Utilisateur const> > const&) [323]
[322]    0.0    0.00    0.00      36         std::allocator_traits<std::allocator<std::pair<unsigned int, Utilisateur const> > >::max_size(std::allocator<std::pair<unsigned int, Utilisateur const> > const&) [322]
                0.00    0.00      36/36          __gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> >::max_size() const [318]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::max_size() const [319]
[323]    0.0    0.00    0.00      36         std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_S_max_size(std::allocator<std::pair<unsigned int, Utilisateur const> > const&) [323]
                0.00    0.00      36/36          std::allocator_traits<std::allocator<std::pair<unsigned int, Utilisateur const> > >::max_size(std::allocator<std::pair<unsigned int, Utilisateur const> > const&) [322]
                0.00    0.00      36/49928       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [194]
-----------------------------------------------
                0.00    0.00      36/36          void std::_Destroy<std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const> >(std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*, std::allocator<std::pair<unsigned int, Utilisateur const> >&) [325]
[324]    0.0    0.00    0.00      36         void std::_Destroy<std::pair<unsigned int, Utilisateur const>*>(std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*) [324]
                0.00    0.00      36/36          void std::_Destroy_aux<false>::__destroy<std::pair<unsigned int, Utilisateur const>*>(std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*) [320]
-----------------------------------------------
                0.00    0.00      18/36          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::~vector() [411]
                0.00    0.00      18/36          void std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_realloc_insert<std::pair<unsigned int, Utilisateur const> >(__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, std::pair<unsigned int, Utilisateur const>&&) [132]
[325]    0.0    0.00    0.00      36         void std::_Destroy<std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const> >(std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*, std::allocator<std::pair<unsigned int, Utilisateur const> >&) [325]
                0.00    0.00      36/36          void std::_Destroy<std::pair<unsigned int, Utilisateur const>*>(std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*) [324]
-----------------------------------------------
                0.00    0.00      30/30          std::allocator<Place>::~allocator() [330]
[326]    0.0    0.00    0.00      30         __gnu_cxx::new_allocator<Place>::~new_allocator() [326]
-----------------------------------------------
                0.00    0.00      30/30          std::allocator<Voiture*>::~allocator() [331]
[327]    0.0    0.00    0.00      30         __gnu_cxx::new_allocator<Voiture*>::~new_allocator() [327]
-----------------------------------------------
                0.00    0.00      30/30          std::allocator<std::pair<unsigned int, Utilisateur const> >::~allocator() [332]
[328]    0.0    0.00    0.00      30         __gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> >::~new_allocator() [328]
-----------------------------------------------
                0.00    0.00      30/30          std::allocator<int>::~allocator() [333]
[329]    0.0    0.00    0.00      30         __gnu_cxx::new_allocator<int>::~new_allocator() [329]
-----------------------------------------------
                0.00    0.00      12/30          std::vector<Place, std::allocator<Place> >::vector(std::vector<Place, std::allocator<Place> > const&) [86]
                0.00    0.00      18/30          std::_Vector_base<Place, std::allocator<Place> >::_Vector_impl::~_Vector_impl() [392]
[330]    0.0    0.00    0.00      30         std::allocator<Place>::~allocator() [330]
                0.00    0.00      30/30          __gnu_cxx::new_allocator<Place>::~new_allocator() [326]
-----------------------------------------------
                0.00    0.00      12/30          std::vector<Voiture*, std::allocator<Voiture*> >::vector(std::vector<Voiture*, std::allocator<Voiture*> > const&) [479]
                0.00    0.00      18/30          std::_Vector_base<Voiture*, std::allocator<Voiture*> >::_Vector_impl::~_Vector_impl() [395]
[331]    0.0    0.00    0.00      30         std::allocator<Voiture*>::~allocator() [331]
                0.00    0.00      30/30          __gnu_cxx::new_allocator<Voiture*>::~new_allocator() [327]
-----------------------------------------------
                0.00    0.00      12/30          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::vector(std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > const&) [480]
