Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      28/28          std::vector<Voiture, std::allocator<Voiture> >::push_back(Voiture const&) [78]
                0.00    0.00     140/33054954     std::vector<Parking, std::allocator<Parking> >::operator[](unsigned long) [5]
                0.00    0.00      28/28          Voiture::Voiture(Utilisateur) [124]
                0.00    0.00      28/7510200     std::vector<Place, std::allocator<Place> >::size() const [12]
                0.00    0.00      84/84          Parking::addUsersTab(Utilisateur) [129]
                0.00    0.00      28/88          Voiture::~Voiture() [123]
                0.00    0.00      28/28          Environnement::initUser() [141]
                0.00    0.00      28/15389314     Place::getPos() const [23]
                0.00    0.00      56/30815312     Parking::getPlacesTab() [22]
                0.00    0.00      28/23305348     std::vector<Place, std::allocator<Place> >::operator[](unsigned long) [15]
                0.00    0.00     224/5012234     Vec2::~Vec2() [161]
                0.00    0.00     196/659         Utilisateur::Utilisateur(Utilisateur const&) [244]
                0.00    0.00     196/716         Utilisateur::~Utilisateur() [243]
                0.00    0.00     112/164         std::vector<Utilisateur, std::allocator<Utilisateur> >::size() const [263]
                0.00    0.00     112/112         std::vector<Utilisateur, std::allocator<Utilisateur> >::operator[](unsigned long) [273]
                0.00    0.00     112/943064      std::vector<Parking, std::allocator<Parking> >::size() const [170]
                0.00    0.00      84/233952      Vec2::Vec2(float, float) [177]
                0.00    0.00      56/56          Vec2::operator+(Vec2) [312]
                0.00    0.00      56/84          Environnement::random(int, int) [282]
                0.00    0.00      28/1179174     std::vector<Voiture, std::allocator<Voiture> >::size() const [168]
                0.00    0.00      28/28          Environnement::GetPosbyNodeInd(int) [341]
                0.00    0.00      28/28          Voiture::set_position(Vec2) [343]
                0.00    0.00      28/28          Vec2::operator*(Vec2) [342]
                0.00    0.00      28/28          Voiture::setTargetPosition(Vec2) [344]
                0.00    0.00      28/28          Voiture::setPlace(int) [345]
-----------------------------------------------
                0.00    0.00    1296/1296        Parking::initPlace(int, int, int, int) [76]
[75]     0.0    0.00    0.00    1296         std::vector<Place, std::allocator<Place> >::push_back(Place const&) [75]
                0.00    0.00      56/56          void std::vector<Place, std::allocator<Place> >::_M_realloc_insert<Place const&>(__gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > >, Place const&) [81]
                0.00    0.00    1240/1296        void std::allocator_traits<std::allocator<Place> >::construct<Place, Place const&>(std::allocator<Place>&, Place*, Place const&) [108]
                0.00    0.00      56/56          std::vector<Place, std::allocator<Place> >::end() [314]
-----------------------------------------------
                0.00    0.00       6/6           Parking::Parking(Vec2, int, float, float, int, int, int) [77]
[76]     0.0    0.00    0.00       6         Parking::initPlace(int, int, int, int) [76]
                0.00    0.00    1296/1296        std::vector<Place, std::allocator<Place> >::push_back(Place const&) [75]
                0.00    0.00    1296/233952      Vec2::Vec2(float, float) [177]
                0.00    0.00    1296/1296        Place::Place(Vec2, int) [241]
                0.00    0.00    1296/5012234     Vec2::~Vec2() [161]
                0.00    0.00    1296/7010        Place::~Place() [224]
-----------------------------------------------
                0.00    0.00       6/6           Environnement::initParkings() [73]
[77]     0.0    0.00    0.00       6         Parking::Parking(Vec2, int, float, float, int, int, int) [77]
                0.00    0.00       6/6           Parking::initPlace(int, int, int, int) [76]
                0.00    0.00       6/6           std::vector<Place, std::allocator<Place> >::vector() [551]
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::vector() [558]
                0.00    0.00       6/6           std::vector<Voiture*, std::allocator<Voiture*> >::vector() [556]
                0.00    0.00       6/6           std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::vector() [557]
-----------------------------------------------
                0.00    0.00      28/28          Environnement::AddVoiture() [74]
[78]     0.0    0.00    0.00      28         std::vector<Voiture, std::allocator<Voiture> >::push_back(Voiture const&) [78]
                0.00    0.00       6/6           void std::vector<Voiture, std::allocator<Voiture> >::_M_realloc_insert<Voiture const&>(__gnu_cxx::__normal_iterator<Voiture*, std::vector<Voiture, std::allocator<Voiture> > >, Voiture const&) [82]
                0.00    0.00      22/28          void std::allocator_traits<std::allocator<Voiture> >::construct<Voiture, Voiture const&>(std::allocator<Voiture>&, Voiture*, Voiture const&) [97]
                0.00    0.00       6/6           std::vector<Voiture, std::allocator<Voiture> >::end() [554]
-----------------------------------------------
                0.00    0.00      28/59          void __gnu_cxx::new_allocator<Voiture>::construct<Voiture, Voiture const&>(Voiture*, Voiture const&) [96]
                0.00    0.00      31/59          void std::_Construct<Voiture, Voiture const&>(Voiture*, Voiture const&) [87]
[79]     0.0    0.00    0.00      59         Voiture::Voiture(Voiture const&) [79]
                0.00    0.00      59/59          std::vector<Node*, std::allocator<Node*> >::vector(std::vector<Node*, std::allocator<Node*> > const&) [80]
                0.00    0.00      59/659         Utilisateur::Utilisateur(Utilisateur const&) [244]
-----------------------------------------------
                0.00    0.00      59/59          Voiture::Voiture(Voiture const&) [79]
[80]     0.0    0.00    0.00      59         std::vector<Node*, std::allocator<Node*> >::vector(std::vector<Node*, std::allocator<Node*> > const&) [80]
                0.00    0.00      59/453300      std::vector<Node*, std::allocator<Node*> >::begin() const [33]
                0.00    0.00      59/59          Node** std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**, Node*>(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**, std::allocator<Node*>&) [120]
                0.00    0.00      59/453300      std::vector<Node*, std::allocator<Node*> >::end() const [54]
                0.00    0.00      59/3290303     std::_Vector_base<Node*, std::allocator<Node*> >::_M_get_Tp_allocator() [45]
                0.00    0.00      59/49803       std::_Vector_base<Node*, std::allocator<Node*> >::_M_get_Tp_allocator() const [195]
                0.00    0.00      59/59          __gnu_cxx::__alloc_traits<std::allocator<Node*>, Node*>::_S_select_on_copy(std::allocator<Node*> const&) [302]
                0.00    0.00      59/944536      std::vector<Node*, std::allocator<Node*> >::size() const [169]
                0.00    0.00      59/59          std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_base(unsigned long, std::allocator<Node*> const&) [306]
                0.00    0.00      59/559         std::allocator<Node*>::~allocator() [246]
-----------------------------------------------
                0.00    0.00      56/56          std::vector<Place, std::allocator<Place> >::push_back(Place const&) [75]
[81]     0.0    0.00    0.00      56         void std::vector<Place, std::allocator<Place> >::_M_realloc_insert<Place const&>(__gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > >, Place const&) [81]
                0.00    0.00     112/112         std::vector<Place, std::allocator<Place> >::_S_relocate(Place*, Place*, Place*, std::allocator<Place>&) [101]
                0.00    0.00      56/56          std::vector<Place, std::allocator<Place> >::_M_check_len(unsigned long, char const*) const [106]
                0.00    0.00      56/1296        void std::allocator_traits<std::allocator<Place> >::construct<Place, Place const&>(std::allocator<Place>&, Place*, Place const&) [108]
                0.00    0.00     112/142         std::_Vector_base<Place, std::allocator<Place> >::_M_get_Tp_allocator() [264]
                0.00    0.00     112/224         __gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > >::base() const [258]
                0.00    0.00      56/56          std::vector<Place, std::allocator<Place> >::begin() [315]
                0.00    0.00      56/56          __gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > >::difference_type __gnu_cxx::operator-<Place*, std::vector<Place, std::allocator<Place> > >(__gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > > const&, __gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > > const&) [313]
                0.00    0.00      56/68          std::_Vector_base<Place, std::allocator<Place> >::_M_allocate(unsigned long) [299]
                0.00    0.00      56/5024        Place const& std::forward<Place const&>(std::remove_reference<Place const&>::type&) [226]
                0.00    0.00      56/74          std::_Vector_base<Place, std::allocator<Place> >::_M_deallocate(Place*, unsigned long) [294]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<Voiture, std::allocator<Voiture> >::push_back(Voiture const&) [78]
[82]     0.0    0.00    0.00       6         void std::vector<Voiture, std::allocator<Voiture> >::_M_realloc_insert<Voiture const&>(__gnu_cxx::__normal_iterator<Voiture*, std::vector<Voiture, std::allocator<Voiture> > >, Voiture const&) [82]
                0.00    0.00      12/12          Voiture* std::__uninitialized_move_if_noexcept_a<Voiture*, Voiture*, std::allocator<Voiture> >(Voiture*, Voiture*, Voiture*, std::allocator<Voiture>&) [91]
                0.00    0.00       6/28          void std::allocator_traits<std::allocator<Voiture> >::construct<Voiture, Voiture const&>(std::allocator<Voiture>&, Voiture*, Voiture const&) [97]
                0.00    0.00       6/8           void std::_Destroy<Voiture*, Voiture>(Voiture*, Voiture*, std::allocator<Voiture>&) [128]
                0.00    0.00      18/20          std::_Vector_base<Voiture, std::allocator<Voiture> >::_M_get_Tp_allocator() [380]
                0.00    0.00      12/24          __gnu_cxx::__normal_iterator<Voiture*, std::vector<Voiture, std::allocator<Voiture> > >::base() const [362]
                0.00    0.00       6/6           std::vector<Voiture, std::allocator<Voiture> >::_M_check_len(unsigned long, char const*) const [527]
                0.00    0.00       6/6           std::vector<Voiture, std::allocator<Voiture> >::begin() [555]
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<Voiture*, std::vector<Voiture, std::allocator<Voiture> > >::difference_type __gnu_cxx::operator-<Voiture*, std::vector<Voiture, std::allocator<Voiture> > >(__gnu_cxx::__normal_iterator<Voiture*, std::vector<Voiture, std::allocator<Voiture> > > const&, __gnu_cxx::__normal_iterator<Voiture*, std::vector<Voiture, std::allocator<Voiture> > > const&) [524]
                0.00    0.00       6/6           std::_Vector_base<Voiture, std::allocator<Voiture> >::_M_allocate(unsigned long) [536]
                0.00    0.00       6/93          Voiture const& std::forward<Voiture const&>(std::remove_reference<Voiture const&>::type&) [278]
                0.00    0.00       6/8           std::_Vector_base<Voiture, std::allocator<Voiture> >::_M_deallocate(Voiture*, unsigned long) [505]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<Parking, std::allocator<Parking> >::push_back(Parking const&) [84]
[83]     0.0    0.00    0.00       6         void std::vector<Parking, std::allocator<Parking> >::_M_realloc_insert<Parking const&>(__gnu_cxx::__normal_iterator<Parking*, std::vector<Parking, std::allocator<Parking> > >, Parking const&) [83]
                0.00    0.00      12/12          Parking* std::__uninitialized_move_if_noexcept_a<Parking*, Parking*, std::allocator<Parking> >(Parking*, Parking*, Parking*, std::allocator<Parking>&) [112]
                0.00    0.00       6/6           void std::allocator_traits<std::allocator<Parking> >::construct<Parking, Parking const&>(std::allocator<Parking>&, Parking*, Parking const&) [114]
